code,district,department,municipality,school_name,address,phone,supervisor,director,sector,area,status,teaching_mode,schedule,plan,departmental
01-08-0408-46,01-609,Guatemala,Mixco,Instituto Tecnologico Privado De Guatemala,Sin especificar,['5966-1126'],Silvia Hortensia Gonzalez Martinez,Alvaro Guillermo Arellano Rodas,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
01-08-0409-46,01-609,Guatemala,Mixco,Instituto Tecnologico Privado De Guatemala,Sin especificar,['5966-1126'],Silvia Hortensia Gonzalez Martinez,Alvaro Guillermo Arellano Rodas,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
01-08-0420-46,01-607,Guatemala,Mixco,Colegio De Informatica Justo Rufino Bautista,Sin especificar,['2436-2000'],Olga Marina Ajquejay Saloj De Tubac,Marcela Floridalma Zapet Jacobo,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
01-08-0422-46,01-621,Guatemala,Mixco,Colegio Santa Catalina Laboure,Sin especificar,['5202-6594'],Marta Luz Beteta Ortiz De Jordan,Mayra Lucrecia Alonzo Lopez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0424-46,01-616,Guatemala,Mixco,Colegio Monarquia Parlamentaria De Canada,Sin especificar,['3115-1382'],Rene Sazo Navichoque,Ricardo Enrique Alvarado Valenzuela,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
01-08-0428-46,01-409,Guatemala,Mixco,Centro Educativo San Jose,5 Avenida 16-86 Zona 11,['4447-7567'],Idalia Del Rosario Lopez Sandoval De Paiz,Miriam Mendez Vasquez,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0431-46,01-409,Guatemala,Mixco,Colegio Hispano Guatemalteco Finde,Sin especificar,['5696-3332'],Idalia Del Rosario Lopez Sandoval De Paiz,Victor Manuel Herrera Galindo,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0434-46,01-409,Guatemala,Mixco,Colegio En Computacion San Jose No 1,Sin especificar,['5100-8683'],Idalia Del Rosario Lopez Sandoval De Paiz,Thelma Patricia Hurtado Zuniga,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
01-08-0437-46,01-409,Guatemala,Mixco,Colegio En Computacion San Jose No 1,Sin especificar,['5100-8683'],Idalia Del Rosario Lopez Sandoval De Paiz,Thelma Patricia Hurtado Zuniga,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0439-46,01-409,Guatemala,Mixco,Colegio En Computacion San Jose No 1,Sin especificar,['5100-8683'],Idalia Del Rosario Lopez Sandoval De Paiz,Thelma Patricia Hurtado Zuniga,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0441-46,01-603,Guatemala,Mixco,Colegio Ixmucane,Sin especificar,['2437-5856'],Rosa Albelia Ardon De Motta,Silvia Lucrecia Garcia Moya,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0445-46,01-607,Guatemala,Mixco,Colegio Rey De Justicia,Sin especificar,['5574-9249'],Olga Marina Ajquejay Saloj De Tubac,Blanca Isabel Galvez Garcia,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0451-46,01-604,Guatemala,Mixco,Colegio Agustiniano,Sin especificar,['2300-8686'],Emora Emperatriz Cruz De Fuentes,Wendy Julissa Lopez Mijangos,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0456-46,01-619,Guatemala,Mixco,Colegio Experimental Cristiano Verbo No3,Sin especificar,['2210-4862'],Juan Waldemar Cabrera Mendez,Claudia Lorena Garzona Nolasco,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0462-46,01-621,Guatemala,Mixco,Instituto De Educacion Media Ciclo Diversificado Tierra Blanca,Sin especificar,['2220-0570'],Marta Luz Beteta Ortiz De Jordan,Ana Luisa Alvarado Sanchez,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0463-46,01-401,Guatemala,Mixco,Instituto De Teologia Y Ciencias Sociales Monsenor Angelico Melotto,Sin especificar,['2437-0470'],Ixmucane Aldana Villavicencio,Hector Leonel Coc Cajbon,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0466-46,01-639,Guatemala,Mixco,Liceo Canadiense Sociedad Anonima,Sin especificar,['2375-0057'],Andrea Vanessa Aldana Villagran De Castro,Irma Carolina Pedroza Taquez,Privado,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0467-46,01-620,Guatemala,Mixco,Colegio Privado Mixto Nuevo San Cristobal,Sin especificar,['2483-1068'],Ronald Mauricio Morales Vivar,Jose Alejandro Monroy Mendez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0470-46,01-621,Guatemala,Mixco,Liceo Santander,Sin especificar,['5017-0973'],Marta Luz Beteta Ortiz De Jordan,Hortensia Amparo Gonzalez Ramirez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0479-46,01-621,Guatemala,Mixco,Centro Educativo Lincoln,Sin especificar,['2434-4718'],Marta Luz Beteta Ortiz De Jordan,Heidy Carolina Soto Chinchilla,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0482-46,01-608,Guatemala,Mixco,Colegio Mixto Nueva Jerusalen,Sin especificar,['5292-3380'],Edgar Alberto Simon Chali,Pedro Isidro Rodriguez Arana,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0496-46,01-616,Guatemala,Mixco,Centro Educativo Fe Y Alegria No 49,Sin especificar,['2431-7273'],Rene Sazo Navichoque,Gloria Raquel Ailon Molina,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0497-46,01-609,Guatemala,Mixco,Colegio Nuestro Gran Colegio,Sin especificar,['2443-3644'],Silvia Hortensia Gonzalez Martinez,Carlos Vicente Raxon Equite,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0499-46,01-602,Guatemala,Mixco,Instituto Mixto Intercultural Santiago,Sin especificar,['4709-4869'],Idalia Del Rosario Lopez Sandoval De Paiz,Evelyn Emilia Roman Castaneda,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Metropolitana
01-08-0501-46,01-615,Guatemala,Mixco,Colegio Tecnico Secretarial San Agustin,2 Avenida 13-24 Zona 6,['5731-7309'],Liliana Marina Flores Jimenez,Jorge Granados Guzman,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
01-08-0502-46,01-615,Guatemala,Mixco,Colegio Valladolid De Guatemala,13 Avenida 8-51 Zona 6,['2333-0352'],Liliana Marina Flores Jimenez,Aura Consuelo Morales Alvarez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0505-46,01-639,Guatemala,Mixco,Centro De Formacion Extraescolar RukUX NaOj,0 Avenida 13-70 Zona 3,['2501-1755'],Andrea Vanessa Aldana Villagran De Castro,Alfonso Efrain Tzaquitzal Zapeta,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0519-46,01-621,Guatemala,Mixco,Colegio Tecnologico Moderno Vygotski,2 Calle 5-80 Zona 1,['4765-1449'],Marta Luz Beteta Ortiz De Jordan,Claudia Yaneth Sian Burrion,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0520-46,01-621,Guatemala,Mixco,Colegio Tecnologico Moderno Vygotski,2 Calle 5-80 Zona 1,['4765-1449'],Marta Luz Beteta Ortiz De Jordan,Claudia Yaneth Sian Burrion,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0532-46,01-616,Guatemala,Mixco,Liceo Cristiano Baluarte Preuniversitario,Sin especificar,['5661-8558'],Rene Sazo Navichoque,Rosa Beatriz Monroy Monzon,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
01-08-0533-46,01-621,Guatemala,Mixco,Colegio Pracbil,Sin especificar,['2434-4227'],Marta Luz Beteta Ortiz De Jordan,Lidia Dubilia Patzan Ramirez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0534-46,01-615,Guatemala,Mixco,Instituto De Educacion Basica Doctor Theo Bloem,Sin especificar,['2436-6554'],Liliana Marina Flores Jimenez,Roena Teresa Monterroso Perez De Granados,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
01-08-0535-46,01-615,Guatemala,Mixco,Instituto De Educacion Basica Doctor Theo Bloem,Sin especificar,['2436-6554'],Liliana Marina Flores Jimenez,Roena Teresa Monterroso Perez,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0537-46,01-616,Guatemala,Mixco,Colegio Mixto Forjador De Juventudes,Sin especificar,['2664-9998'],Rene Sazo Navichoque,Grecia Esmeralda Recinos Escobar,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0538-46,01-621,Guatemala,Mixco,Colegio Bilingue El Pinar,Sin especificar,['2433-5021'],Marta Luz Beteta Ortiz De Jordan,Edgar Fernando Garcia Melendez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
01-08-0545-46,01-409,Guatemala,Mixco,Centro Integral Educativo San Francisco,Sin especificar,['5508-6336'],Idalia Del Rosario Lopez Sandoval De Paiz,Carmen Elvira Tzun Ajanel,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0548-46,01-609,Guatemala,Mixco,Centro De Aprendizaje Bilingue No 1,Sin especificar,['2504-8292'],Silvia Hortensia Gonzalez Martinez,Gryselda Ramirez Barrientos,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Metropolitana
01-08-0550-46,01-602,Guatemala,Mixco,Centro Integral Educativo San Francisco,Sin especificar,['5508-6336'],Idalia Del Rosario Lopez Sandoval De Paiz,Carmen Elvira Tzun Ajanel,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0552-46,01-604,Guatemala,Mixco,Centro Integral Educativo San Francisco,Sin especificar,['2364-3638'],Emora Emperatriz Cruz De Fuentes,Vilma Isabel Orozco Lopez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
01-08-0554-46,01-606,Guatemala,Mixco,Instituto De Educacion Media Ciclo Diversificado Por Cooperativa De Ensenanza Primero De Mayo,Sin especificar,['2483-8454'],Ronald Mauricio Morales Vivar,Brenda Magali Estrada Estrada,Cooperativa,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0555-46,01-603,Guatemala,Mixco,Teacher Training Center TtcManitas A L A Obra,Sin especificar,['5594-3850'],Rosa Albelia Ardon De Motta,Diana Jazmin Hernandez Perez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
01-08-0561-46,01-603,Guatemala,Mixco,Colegio Bilingue Educate,Sin especificar,['2250-3553'],Rosa Albelia Ardon De Motta,Dora Patricia Barahona Betancourth,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0575-46,01-603,Guatemala,Mixco,Liceo Tecnico Interamericano,Sin especificar,['5125-4491'],Rosa Albelia Ardon De Motta,Ana Luisa Alvarado Sanchez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0576-46,01-603,Guatemala,Mixco,Liceo Tecnico Interamericano,Sin especificar,['5125-4491'],Rosa Albelia Ardon De Motta,Ana Luisa Alvarado Sanchez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0579-46,01-603,Guatemala,Mixco,Centro Educativo Paulo Neves Freire,Sin especificar,['2434-4227'],Rosa Albelia Ardon De Motta,Lidia Dubilia Patzan Ramirez,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0580-46,01-603,Guatemala,Mixco,Centro Educativo Paulo Neves Freire,Sin especificar,['2434-4227'],Rosa Albelia Ardon De Motta,Lidia Dubilia Patzan Ramirez,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0589-46,01-609,Guatemala,Mixco,Liceo Cristiano Frater Sede San Cristobal,Sin especificar,['2243-3031'],Silvia Hortensia Gonzalez Martinez,Patricia Carolina Martinez Monzon,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0591-46,01-607,Guatemala,Mixco,Instituto Cristiano Integral De Musica,Sin especificar,['2228-3875'],Olga Marina Ajquejay Saloj De Tubac,Ingrid Noemi Hernandez Garcia,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0597-46,01-603,Guatemala,Mixco,Centro Educativo Santander De Mixco,Sin especificar,['4427-9767'],Rosa Albelia Ardon De Motta,Jose David Garcia Garma,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0600-46,01-409,Guatemala,Mixco,Centro Educativo San Jose,Sin especificar,['2483-1036'],Idalia Del Rosario Lopez Sandoval De Paiz,Jorge Mario Gaitan Rafael,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0601-46,01-615,Guatemala,Mixco,Instituto Tecnologico Doctor Theo Bloem,Sin especificar,['2484-9751'],Liliana Marina Flores Jimenez,Ricardo Ramiro Rabanales Lopez,Privado,Rural,Abierta,Monolingue,Doble,Diario,Metropolitana
01-08-0603-46,01-603,Guatemala,Mixco,Centro Educativo Juan Pablo Ii,Sin especificar,['4148-4090'],Rosa Albelia Ardon De Motta,Lidia Patricia Rodas Flores,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0605-46,01-603,Guatemala,Mixco,Centro Educativo Santander De Mixco,Sin especificar,['4427-9767'],Rosa Albelia Ardon De Motta,Jose David Garcia Garma,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0607-46,01-639,Guatemala,Mixco,Centro De Educacion Extraescolar Ceex Asociacion Futuro Para Todos,Sin especificar,['5549-8458'],Andrea Vanessa Aldana Villagran De Castro,Heidi Beatriz Morales Chupina,Privado,Rural,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0614-46,01-409,Guatemala,Mixco,Colegio Mixto Infante Del Milagro,Sin especificar,['2483-3588'],Idalia Del Rosario Lopez Sandoval De Paiz,Sergio Amilcar Morales Esquivel,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0618-46,01-604,Guatemala,Mixco,Centro Integral Educativo San Francisco,Sin especificar,['2364-3638'],Emora Emperatriz Cruz De Fuentes,Carmen Elvira Tzun Ajanel,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0624-46,01-602,Guatemala,Mixco,Centro Educativo Apoyate En Mi,13 Avenida 25-35 Zona 1,['5971-2724'],Idalia Del Rosario Lopez Sandoval De Paiz,Silvia Rossana Gonzalez Cardona,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0625-46,01-409,Guatemala,Mixco,Centro Educativo Apoyate En Mi,13 Avenida 25-35 Zona 1,['3340-4807'],Idalia Del Rosario Lopez Sandoval De Paiz,Silvia Rossana Gonzalez Cardona,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0629-46,01-608,Guatemala,Mixco,Centro Educativo Academia De Ninos,Sin especificar,['5482-4933'],Edgar Alberto Simon Chali,Eulalia Castro Saguach De Ixcot,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0634-46,01-602,Guatemala,Mixco,Centro Educativo Fe Y Armonia,Sin especificar,['3363-6352'],Idalia Del Rosario Lopez Sandoval De Paiz,Pedro Isidro Rodriguez Arana,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0637-46,01-603,Guatemala,Mixco,Instituto Tecnologico Doctor Theo Bloem,Sin especificar,['2484-9751'],Rosa Albelia Ardon De Motta,Ricardo Ramiro Rabanales Lopez,Privado,Rural,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0638-46,01-603,Guatemala,Mixco,Instituto Tecnologico Doctor Theo Bloem,Sin especificar,['2484-9751'],Rosa Albelia Ardon De Motta,Ricardo Ramiro Rabanales Lopez,Privado,Rural,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0643-46,01-604,Guatemala,Mixco,Colegio Bilingue El Castano,Sin especificar,['2433-3399'],Emora Emperatriz Cruz De Fuentes,Virginia Yomara Gonzalez Calderon,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0645-46,01-608,Guatemala,Mixco,Centro Educativo Hosanna,Sin especificar,['2433-8676'],Edgar Alberto Simon Chali,Joel Mizraim Cano Torres,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0648-46,01-409,Guatemala,Mixco,Centro Educativo Hosanna,Sin especificar,['2433-8676'],Idalia Del Rosario Lopez Sandoval De Paiz,Joel Mizraim Cano Torres,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0651-46,01-639,Guatemala,Mixco,Colegio Tecnologico De Informatica,Sin especificar,['2437-0378'],Andrea Vanessa Aldana Villagran De Castro,Celestino Miguel Temaj Pablo,Privado,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0652-46,01-621,Guatemala,Mixco,Liceo Del Bosque,Sin especificar,['2433-5021'],Marta Luz Beteta Ortiz De Jordan,Ana Luisa Alvarado Sanchez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0655-46,01-609,Guatemala,Mixco,Colegio Pestalozzi,Sin especificar,['2423-2520'],Silvia Hortensia Gonzalez Martinez,Ada Magaly Gomez Merida,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
01-08-0659-46,01-639,Guatemala,Mixco,Liceo Tecnico Interamericano,Sin especificar,['2433-5021'],Andrea Vanessa Aldana Villagran De Castro,Ana Luisa Alvarado Sanchez De Lajuj,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,A distancia,Metropolitana
01-08-0660-46,01-639,Guatemala,Mixco,Liceo Tecnico Interamericano,Sin especificar,['2433-5021'],Andrea Vanessa Aldana Villagran De Castro,Ana Luisa Alvarado Sanchez De Lajuj,Privado,Urbana,Cerrada Temporalmente,Monolingue,Doble,A distancia,Metropolitana
01-08-0662-46,01-602,Guatemala,Mixco,Liceo Mixto Emanuel,Sin especificar,['2308-3871'],Idalia Del Rosario Lopez Sandoval De Paiz,Irma Yolanda Corado Almirez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0668-46,01-621,Guatemala,Mixco,Liceo Santo Domingo,10 Avenida 10-00 Zona 1,['2438-5341'],Marta Luz Beteta Ortiz De Jordan,Zoila Amadilia Alonzo Garcia,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0684-46,01-604,Guatemala,Mixco,Colegio San Antonio De Padua Protector De La Juventud,5 Avenida 7-55 Zona 4,['4137-7224'],Emora Emperatriz Cruz De Fuentes,Oscar Inocente Perez Felipe,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0701-46,01-621,Guatemala,Mixco,Liceo Educativo Mixto Spencer,Sin especificar,['2438-6812'],Marta Luz Beteta Ortiz De Jordan,Vilma Aracely Zuncar Pineda,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
01-08-0707-46,01-639,Guatemala,Mixco,Centro De Educacion A Distancia Escolaris,Sin especificar,['2327-1111'],Andrea Vanessa Aldana Villagran De Castro,Whendolyn Betsabe Estrada Canizales,Privado,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0709-46,01-639,Guatemala,Mixco,Centro De Educacion A Distancia Escolaris,Sin especificar,['2327-1111'],Andrea Vanessa Aldana Villagran De Castro,Whendolyn Betsabe Estrada Canizales,Privado,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0710-46,01-608,Guatemala,Mixco,Colegio Mixto Superate,Sin especificar,['5536-5962'],Edgar Alberto Simon Chali,Marleny De Jesus De Leon Alvarado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0719-46,01-639,Guatemala,Mixco,Colegio Nakbe,14 Avenida 0-81 Zona 2,['2232-3194'],Andrea Vanessa Aldana Villagran De Castro,Dilia Clarissa Noriega Morales,Privado,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0722-46,01-639,Guatemala,Mixco,Programa De Educacion Alternativa Pronea,Sin especificar,['2250-5227'],Andrea Vanessa Aldana Villagran De Castro,Andrea Vanessa Aldana Villagran De Castro,Oficial,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0726-46,01-608,Guatemala,Mixco,Colegio Preparatoria Unificada,Sin especificar,['5493-0010'],Edgar Alberto Simon Chali,Eva Marroquin Coy,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0730-46,01-639,Guatemala,Mixco,Colegio Virtual ELearning For Life,Sin especificar,['2308-4800'],Andrea Vanessa Aldana Villagran De Castro,Gerald Peter Schaeffer Garcia,Privado,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0731-46,01-639,Guatemala,Mixco,Colegio Virtual ELearning For Life,Sin especificar,['2308-4800'],Andrea Vanessa Aldana Villagran De Castro,Gerald Peter Schaeffer Garcia,Privado,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0734-46,01-639,Guatemala,Mixco,Colegio Hands At Work Homeschool,Sin especificar,['4500-6754'],Andrea Vanessa Aldana Villagran De Castro,Marlen Magali Ceron Marroquin,Privado,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0735-46,01-639,Guatemala,Mixco,Colegio Nakbe,14 Avenida 0-81 Zona 2,['2232-3194'],Andrea Vanessa Aldana Villagran De Castro,Dilia Clarissa Noriega Morales,Privado,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0737-46,01-639,Guatemala,Mixco,Liceo Tecnologico De Guatemala Elohim,Sin especificar,['5624-4615'],Andrea Vanessa Aldana Villagran De Castro,Evelyn Aracely Zacarias Salazar,Privado,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0739-46,01-639,Guatemala,Mixco,Liceo Tecnologico De Guatemala Elohim,Sin especificar,['5624-4615'],Andrea Vanessa Aldana Villagran De Castro,Evelyn Aracely Zacarias Salazar,Privado,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0740-46,01-601,Guatemala,Mixco,Colegio Cristiano Estrella De David,Sin especificar,['5322-5823'],Claudio Daniel Yac Orozco,Julio Cesar Morales Sacu,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0741-46,01-639,Guatemala,Mixco,Centro De Educacion Extraescolar Ceex Departamental Jalapa,Sin especificar,['4933-7642'],Andrea Vanessa Aldana Villagran De Castro,Lester Antonio Garcia Martinez,Oficial,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0745-46,01-401,Guatemala,Mixco,Liceo Mixto Bilingue Milenio Americano,Sin especificar,['2431-0466'],Ixmucane Aldana Villavicencio,Enma Deonicia Culajay Cotol,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0746-46,01-608,Guatemala,Mixco,Colegio Mixto El Manantial,Sin especificar,['5133-7077'],Edgar Alberto Simon Chali,Cindy Pamela Reyes Gonzalez,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0755-46,01-639,Guatemala,Mixco,Isea Roosevelt,14 Avenida 0-81 Zona 2,['3339-0808'],Andrea Vanessa Aldana Villagran De Castro,Kelita Betsabe Noriega Morales,Privado,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0756-46,01-639,Guatemala,Mixco,Isea Roosevelt,14 Avenida 0-81 Zona 2,['3339-0808'],Andrea Vanessa Aldana Villagran De Castro,Kelita Betsabe Noriega Morales,Privado,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0760-46,01-621,Guatemala,Mixco,Liceo Santander,Sin especificar,['5919-3216'],Marta Luz Beteta Ortiz De Jordan,Hortensia Amparo Gonzalez Ramirez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0761-46,01-639,Guatemala,Mixco,Centro De Educacion Extraescolar Ceex Kumool,14 Avenida 0-81 Zona 2,['2313-5284'],Andrea Vanessa Aldana Villagran De Castro,Victor Daniel Garcia Vasquez,Privado,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0763-46,01-602,Guatemala,Mixco,Centro Integral Educativo San Francisco,Sin especificar,['4720-2706'],Idalia Del Rosario Lopez Sandoval De Paiz,Carmen Elvira Tzun Ajanel,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0766-46,01-603,Guatemala,Mixco,Colegio Ixmucane,Sin especificar,['2437-5856'],Rosa Albelia Ardon De Motta,Silvia Lucrecia Garcia Moya,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0768-46,01-409,Guatemala,Mixco,Centro Educativo Apoyate En Mi,13 Avenida 25-35 Zona 1,['5110-0071'],Idalia Del Rosario Lopez Sandoval De Paiz,Silvia Rossana Gonzalez Cardona,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0770-46,01-603,Guatemala,Mixco,Colegio Mixto Bilingue Brooklyn,Sin especificar,['2504-8292'],Rosa Albelia Ardon De Motta,Gryselda Ramirez Barrientos,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0772-46,01-409,Guatemala,Mixco,Colegio En Computacion San Jose No 1,Sin especificar,['4473-0871'],Idalia Del Rosario Lopez Sandoval De Paiz,Jaquelyn Arely Padilla Vielman,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0773-46,01-601,Guatemala,Mixco,Centro De Formacion TijobAl RukUx NaOj,Sin especificar,['2501-1756'],Claudio Daniel Yac Orozco,Alfonso Efrain Tzaquitzal Zapeta,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0776-46,01-603,Guatemala,Mixco,Colegio En Computacion San Jose No 2,40 Avenida 1-90 Zona 8,['2438-5908'],Rosa Albelia Ardon De Motta,Maria Elizabeth Balan Gomez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0778-46,01-409,Guatemala,Mixco,Colegio Tecnico De Comercio,Sin especificar,['2435-0345'],Idalia Del Rosario Lopez Sandoval De Paiz,Hector Francisco Urias Acu,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0780-46,01-639,Guatemala,Mixco,Colegio Nakbe,14 Avenida 0-81 Zona 2,['2232-3194'],Andrea Vanessa Aldana Villagran De Castro,Dilia Clarissa Noriega Morales,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
