code,district,department,municipality,school_name,address,phone,supervisor,director,sector,area,status,teaching_mode,schedule,plan,departmental
01-08-0782-46,01-607,Guatemala,Mixco,Liceo Canadiense Sociedad Anonima,Sin especificar,['2375-0060'],Olga Marina Ajquejay Saloj De Tubac,Sara Maribel Chinchilla Gaitan,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0783-46,01-409,Guatemala,Mixco,Liceo Canadiense Sociedad Anonima Bosques De San Nicolas,30 Avenida 5-19 Zona 4,['2375-0075'],Idalia Del Rosario Lopez Sandoval De Paiz,Ingrid Noemi Tanchez Sanchez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0789-46,01-603,Guatemala,Mixco,Centro Educativo Santander De Mixco,Sin especificar,['4100-5412'],Rosa Albelia Ardon De Motta,Jose David Garcia Garma,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0791-46,01-603,Guatemala,Mixco,Centro Educativo Juan Pablo Ii,Sin especificar,['4142-4090'],Rosa Albelia Ardon De Motta,Lidia Patricia Rodas Flores,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0796-46,01-639,Guatemala,Mixco,Colegio Nakbe,14 Avenida 0-81 Zona 2,['2232-3194'],Andrea Vanessa Aldana Villagran De Castro,Dilia Clarissa Noriega Morales,Privado,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0797-46,01-639,Guatemala,Mixco,Colegio Nakbe,14 Avenida 0-81 Zona 2,['2232-3194'],Andrea Vanessa Aldana Villagran De Castro,Dilia Clarissa Noriega Morales,Privado,Urbana,Abierta,Monolingue,Sin especificar,A distancia,Metropolitana
01-08-0799-46,01-603,Guatemala,Mixco,Colegio Cristiano Elim,3 Avenida 11-42 Zona 3,['2437-0113'],Rosa Albelia Ardon De Motta,Maria Del Carmen Gonzalez Alvarez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0803-46,01-401,Guatemala,Mixco,Colegio Cristiano Jesus De Nazareth,Sin especificar,['2431-0466'],Ixmucane Aldana Villavicencio,Enma Deonicia Culajay Cotol,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0805-46,01-603,Guatemala,Mixco,Colegio Proyecto Educativo Futurista,Sin especificar,['4355-7577'],Rosa Albelia Ardon De Motta,Felix Rodolfo Herrera Corzo,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0806-46,01-409,Guatemala,Mixco,Colegio De Informatica ImbPc,Sin especificar,['2327-9509'],Idalia Del Rosario Lopez Sandoval De Paiz,Jessica Lorena Paz Ardon,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0808-46,01-639,Guatemala,Mixco,Colegio Tecnologico De Informatica,Sin especificar,['2437-0378'],Andrea Vanessa Aldana Villagran De Castro,Celestino Miguel Temaj Pablo,Privado,Urbana,Abierta,Monolingue,Sin especificar,A distancia,Metropolitana
01-08-0810-46,01-639,Guatemala,Mixco,Institucion Finale Educativa,23 Calle 14-58 Zona 4,['4186-5285'],Andrea Vanessa Aldana Villagran De Castro,Barbara Marroquin Cobar,Privado,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0811-46,01-639,Guatemala,Mixco,Institucion Finale Educativa,23 Calle 14-58 Zona 4,['4186-5285'],Andrea Vanessa Aldana Villagran De Castro,Barbara Marroquin Cobar,Privado,Urbana,Abierta,Monolingue,Sin especificar,A distancia,Metropolitana
01-08-0816-46,01-608,Guatemala,Mixco,Centro Educativo Hosanna,Sin especificar,['4273-5000'],Edgar Alberto Simon Chali,Joel Mizraim Cano Torres,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0818-46,01-603,Guatemala,Mixco,Instituto Tecnologico Doctor Theo Bloem,Sin especificar,['2484-9751'],Rosa Albelia Ardon De Motta,Ricardo Ramiro Rabanales Lopez,Privado,Rural,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0819-46,01-601,Guatemala,Mixco,Liceo Irlandes,Sin especificar,['3773-0121'],Claudio Daniel Yac Orozco,Lilian Yolanda Rodriguez Pinto De Castro,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0822-46,01-602,Guatemala,Mixco,Centro Educativo San Jose,Sin especificar,['4270-8303'],Idalia Del Rosario Lopez Sandoval De Paiz,Miriam Mendez Vasquez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0823-46,01-603,Guatemala,Mixco,Centro Educativo Real Espana,Sin especificar,['2438-6539'],Rosa Albelia Ardon De Motta,Antonieta Velasquez Aguilar,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0825-46,01-603,Guatemala,Mixco,Centro De Desarrollo Educativo San Jose,Sin especificar,['2432-9922'],Rosa Albelia Ardon De Motta,Karol Alejandra Chavez Jimenez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0827-46,01-602,Guatemala,Mixco,Instituto Tecnologico Isaac Newton,Sin especificar,['5202-8373'],Idalia Del Rosario Lopez Sandoval De Paiz,Yakelin Esther Vasquez Hernandez,Privado,Urbana,Abierta,Monolingue,Sin especificar,A distancia,Metropolitana
01-08-0828-46,01-602,Guatemala,Mixco,Instituto Tecnologico Isaac Newton,Sin especificar,['5202-8373'],Idalia Del Rosario Lopez Sandoval De Paiz,Yakelin Esther Vasquez Hernandez,Privado,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0832-46,01-623,Guatemala,Mixco,Liceo Cristiano Verdad Lcv Sede Mixco,Sin especificar,['2293-9829'],Federico Estuardo Irungaray Samayoa,Herbert Juan Larrieu Dardon,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0835-46,01-409,Guatemala,Mixco,Instituto Mixto El Eden,Sin especificar,['5710-4646'],Idalia Del Rosario Lopez Sandoval De Paiz,Edilio Marco Meono Cardenas,Privado,Rural,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0836-46,01-602,Guatemala,Mixco,Colegio Brown S,6 Avenida 7-05 Zona 3,['2445-6481'],Idalia Del Rosario Lopez Sandoval De Paiz,Juan Gomez Bernal,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0844-46,01-616,Guatemala,Mixco,Colegio Intereco,Sin especificar,['2293-4200'],Rene Sazo Navichoque,Marlyn Beatriz Noriega Ovalle,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0846-46,01-602,Guatemala,Mixco,Colegio Mixto Infante Del Milagro,Sin especificar,['3283-8857'],Idalia Del Rosario Lopez Sandoval De Paiz,Sergio Amilcar Morales Esquivel,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0849-46,01-639,Guatemala,Mixco,Colegio Virtual ELearning For Life,Sin especificar,['2308-4800'],Andrea Vanessa Aldana Villagran De Castro,Gerald Peter Schaeffer Garcia,Privado,Urbana,Abierta,Monolingue,Sin especificar,A distancia,Metropolitana
01-08-0850-46,01-639,Guatemala,Mixco,Colegio Lehnsen,13 Avenida 15-31 Zona 7,['2461-3900'],Andrea Vanessa Aldana Villagran De Castro,Xiomara Isabel Martinez Diaz,Privado,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0853-46,01-608,Guatemala,Mixco,Colegio Mixto Superate,Sin especificar,['5536-5962'],Edgar Alberto Simon Chali,Marleny De Jesus De Leon Alvarado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0859-46,01-639,Guatemala,Mixco,Colegio Lehnsen Roosevelt,13 Avenida 15-31 Zona 7,['2461-3900'],Andrea Vanessa Aldana Villagran De Castro,Xiomara Isabel Martinez Diaz,Privado,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0863-46,01-639,Guatemala,Mixco,Colegio Escolaris,Sin especificar,['2327-1111'],Andrea Vanessa Aldana Villagran De Castro,Whendolyn Betsabe Estrada Canizales,Privado,Urbana,Abierta,Monolingue,Doble,A distancia,Metropolitana
01-08-0865-46,01-602,Guatemala,Mixco,Centro Educativo Fe Y Armonia,Sin especificar,['3363-6352'],Idalia Del Rosario Lopez Sandoval De Paiz,Pedro Isidro Rodriguez Arana,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0866-46,01-602,Guatemala,Mixco,Instituto Tecnologico En Educacion Integral Mixco A La Vanguardia,3 Calle 13-80 Zona 1,['4142-4090'],Idalia Del Rosario Lopez Sandoval De Paiz,Nora Elizabeth Crispin Flores,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0869-46,01-603,Guatemala,Mixco,Academia Comercial E Intituto Lourdes,Sin especificar,['5531-9926'],Rosa Albelia Ardon De Motta,Esteban Tocon Xicay,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0871-46,01-639,Guatemala,Mixco,Colegio Escolaris,Sin especificar,['2327-1111'],Andrea Vanessa Aldana Villagran De Castro,Whendolyn Betsabe Estrada Canizales,Privado,Urbana,Abierta,Monolingue,Sin especificar,A distancia,Metropolitana
01-08-0873-46,01-602,Guatemala,Mixco,Colegio Hispano Guatemalteco Finde,Sin especificar,['2234-3430'],Idalia Del Rosario Lopez Sandoval De Paiz,Victor Manuel Herrera Galindo,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0877-46,01-615,Guatemala,Mixco,Centro Educativo Miguel Galvez Acevedo Ii,Sin especificar,['2436-4888'],Liliana Marina Flores Jimenez,Jossue Rosales Monterroso,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0878-46,01-604,Guatemala,Mixco,Colegio De Informatica Justo Rufino Bautista,Sin especificar,['2436-2485'],Emora Emperatriz Cruz De Fuentes,Yasmi Laura Carias Pena,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0881-46,01-603,Guatemala,Mixco,Liceo Integral Bilingue LanDer,Sin especificar,['3077-1512'],Rosa Albelia Ardon De Motta,Omar Ubaldo Martinez Haegendores,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0883-46,01-603,Guatemala,Mixco,Colegio De Estudios Avanzados Guatemalteco,Sin especificar,['2292-3412'],Rosa Albelia Ardon De Motta,Ana Ruth Escobar Sanchez,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0885-46,01-603,Guatemala,Mixco,Liceo Mixto Juventud Guatemalteca,Sin especificar,['2435-1982'],Rosa Albelia Ardon De Motta,Edgar Jose Garcia Sarmiento,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0886-46,01-609,Guatemala,Mixco,Colegio Kaboom,Sin especificar,['5517-3413'],Silvia Hortensia Gonzalez Martinez,Mildred Johanna Arana Quan,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0891-46,01-409,Guatemala,Mixco,Centro Rossel Educativo,10 Avenida 9-55 Zona 3,['2432-5593'],Idalia Del Rosario Lopez Sandoval De Paiz,Irma Floridalma Cuellar Oliva,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0893-46,01-603,Guatemala,Mixco,Liceo Mixto En Computacion Montelimar No2,11 Calle 0-97 Zona 3,['5455-5094'],Rosa Albelia Ardon De Motta,Scecia Esther Siguensa Corado,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0895-46,01-639,Guatemala,Mixco,Hands At Work Homeschool,Sin especificar,['4128-1510'],Andrea Vanessa Aldana Villagran De Castro,Marlen Magali Ceron Marroquin,Privado,Urbana,Abierta,Monolingue,Sin especificar,Semipresencial,Metropolitana
01-08-0896-46,01-401,Guatemala,Mixco,Centro Educativo Fe Y Alegria No 49,6 Calle 47-16 Zona 3,['2432-6615'],Ixmucane Aldana Villavicencio,Wendy Paola Saravia Mansilla,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0897-46,01-609,Guatemala,Mixco,Centro Educativo Fe Y Alegria No 49,Sin especificar,['2443-2674'],Silvia Hortensia Gonzalez Martinez,Ana Maria Samayoa Argueta,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0898-46,01-602,Guatemala,Mixco,Centro Educativo Fe Y Alegria No 49,Sin especificar,['2438-7109'],Idalia Del Rosario Lopez Sandoval De Paiz,Marielena Morales Pirir,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0899-46,01-639,Guatemala,Mixco,Liceo Canadiense S A,9 Avenida 2-82 Zona 0,['2375-0057'],Andrea Vanessa Aldana Villagran De Castro,Irma Carolina Pedroza Taquez,Privado,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0908-46,01-601,Guatemala,Mixco,Colegio Lehnsen Central,13 Avenida 15-31 Zona 7,['2461-3900'],Claudio Daniel Yac Orozco,Xiomara Isabel Martinez Diaz,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0909-46,01-620,Guatemala,Mixco,Liceo Cristiano Abba Padre,Sin especificar,['3766-9792'],Ronald Mauricio Morales Vivar,Ericka Aracely Rubio Reyes,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0911-46,01-604,Guatemala,Mixco,Instituto Tecnologico Municipal,Sin especificar,['4299-9966'],Emora Emperatriz Cruz De Fuentes,Maria Esther Vasquez Goubaud,Municipal,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0914-46,01-623,Guatemala,Mixco,Liceo Cristiano Verdad Lcv Sede Mixco,Sin especificar,['4471-5066'],Federico Estuardo Irungaray Samayoa,Herbert Juan Larrieu Dardon,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0915-46,01-623,Guatemala,Mixco,Liceo Cristiano Verdad Lcv Sede Mixco,Sin especificar,['4471-5066'],Federico Estuardo Irungaray Samayoa,Herbert Juan Larrieu Dardon,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-0920-46,01-639,Guatemala,Mixco,Centro De Estudios Tecnologicos El Exito,Sin especificar,['2334-9951'],Andrea Vanessa Aldana Villagran De Castro,Manuel Alejandro Martinez Sesam,Privado,Urbana,Abierta,Monolingue,Doble,Semipresencial,Metropolitana
01-08-0921-46,01-639,Guatemala,Mixco,Centro De Estudios Tecnologicos El Exito,Sin especificar,['2334-9951'],Andrea Vanessa Aldana Villagran De Castro,Manuel Alejandro Martinez Sesam,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0929-46,01-409,Guatemala,Mixco,Centro De Estudios Aplicados Cea,7 Avenida 20-34 Zona 10,['4142-3849'],Idalia Del Rosario Lopez Sandoval De Paiz,Ammy Jehieli Madai Montes Bin,Privado,Urbana,Abierta,Monolingue,Sin especificar,Fin de semana,Metropolitana
01-08-0932-46,01-601,Guatemala,Mixco,Centro De Desarrollo Educativo San Jose,Sin especificar,['5513-6446'],Claudio Daniel Yac Orozco,Karol Alejandra Chavez Jimenez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0935-46,01-608,Guatemala,Mixco,Colegio Mixto Nueva Jerusalen,Sin especificar,['5292-3380'],Edgar Alberto Simon Chali,Pedro Isidro Rodriguez Arana,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0937-46,01-616,Guatemala,Mixco,Centro Educativo Fe Y Alegria No 49,Sin especificar,['2431-7273'],Rene Sazo Navichoque,Gloria Raquel Ailon Molina,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-0938-46,01-616,Guatemala,Mixco,Centro Educativo Fe Y Alegria No 49,Sin especificar,['2431-7273'],Rene Sazo Navichoque,Gloria Raquel Ailon Molina,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-0939-46,01-615,Guatemala,Mixco,Instituto De Educacion Basica Doctor Theo Bloem,Sin especificar,['2436-6554'],Liliana Marina Flores Jimenez,Roena Teresa Monterroso Perez,Privado,Rural,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-1700-46,01-609,Guatemala,Mixco,Colegio Mixto Bilingue Brooklyn,Sin especificar,['2478-4275'],Silvia Hortensia Gonzalez Martinez,Emma Elida Veliz Cruz,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-1701-46,01-609,Guatemala,Mixco,Colegio Mixto Mayaland Tierra De Los Mayas,Sin especificar,['2228-1200'],Silvia Hortensia Gonzalez Martinez,Julio Alberto De Paz Rivas,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-1714-46,01-401,Guatemala,Mixco,Instiituto Educativo Asistencial Emiliani Y Hogar De Huerfanos Santa Teresa,Sin especificar,['2431-1140'],Ixmucane Aldana Villavicencio,Raul Silvestre Hernandez Chacon,Privado,Urbana,Abierta,Monolingue,Doble,Diario,Metropolitana
01-08-1723-46,01-401,Guatemala,Mixco,Escuela Nacional De Formacion Secretarial No3,Sin especificar,['2431-4898'],Ixmucane Aldana Villavicencio,Ana Luisa Diaz Galindo,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-1726-46,01-602,Guatemala,Mixco,Escuela Nacional De Ciencias Comerciales No 3,Sin especificar,['2437-8353'],Idalia Del Rosario Lopez Sandoval De Paiz,Sonia Leticia Machuca Rodriguez,Oficial,Urbana,Abierta,Monolingue,Nocturna,Diario,Metropolitana
01-08-1727-46,01-603,Guatemala,Mixco,Escuela Nacional De Ciencias Comerciales Ads Al Ineb Lic Clemente Marroquin Rojas,Sin especificar,['5582-6481'],Rosa Albelia Ardon De Motta,Lilian Yolanda Rodriguez Pinto De Castro,Oficial,Urbana,Abierta,Monolingue,Nocturna,Diario,Metropolitana
01-08-1729-46,01-603,Guatemala,Mixco,Colegio Madre De Los Huerfanos,Sin especificar,['2216-8800'],Rosa Albelia Ardon De Motta,Brenda Judith Ortiz Vasquez,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-1730-46,01-621,Guatemala,Mixco,Liceo La Juventud,Sin especificar,['2434-4946'],Marta Luz Beteta Ortiz De Jordan,Leon Enrique Dubois Juarez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
01-08-1732-46,01-609,Guatemala,Mixco,Colegio Privado Mixto Liceo San Luis,Sin especificar,['2478-1894'],Silvia Hortensia Gonzalez Martinez,Maria De La Luz Longo De Perez,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
01-08-1734-46,01-102,Guatemala,Mixco,Instituto Privado Mixto De Educacion Diversificada Colegio Evangelico Hebron,Sin especificar,Sin especificar,Zizi Arely Lopez Chinchilla,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
01-08-1735-46,01-621,Guatemala,Mixco,Academia Comercial E Intituto Lourdes,Sin especificar,['5518-4534'],Marta Luz Beteta Ortiz De Jordan,Esteban Tocon Xicay,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-1737-46,01-409,Guatemala,Mixco,Liceo Mixto Nocturno Tecnico Mercantil,Sin especificar,['5591-1096'],Idalia Del Rosario Lopez Sandoval De Paiz,Jorge Granados Guzman,Privado,Urbana,Cerrada Temporalmente,Monolingue,Intermedia,Diario,Metropolitana
01-08-1738-46,Sin especificar,Guatemala,Mixco,Instituto Privado Mixto De Educacion Diversificada Pamaxan,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Nocturna,Diario,Metropolitana
01-08-1739-46,01-615,Guatemala,Mixco,Liceo Cristiano Bethesda,Sin especificar,['2432-5168'],Liliana Marina Flores Jimenez,Delia Leticia Real Hernandez,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario,Metropolitana
01-08-2420-46,Sin especificar,Guatemala,Mixco,Instituto Privado Para Senoritas De Educacion Diversificada Liceo Tecnico Comercial Santa Lucia,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
01-08-2769-46,01-409,Guatemala,Mixco,Instituto Mixto El Eden,Sin especificar,['2484-5698'],Idalia Del Rosario Lopez Sandoval De Paiz,Edilio Marco Meono Cardenas,Privado,Urbana,Abierta,Monolingue,Doble,Fin de semana,Metropolitana
01-08-2774-46,Sin especificar,Guatemala,Mixco,Instituto Privado Mixto De Educacion Diversificada Liceo Tecnico Comercial Y Academia Santa Lucia,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
01-08-2889-46,01-406,Guatemala,Mixco,Instituto De Educacion Basica Y Bachillerato Por Madurez Superar Y Triunfar,Sin especificar,Sin especificar,Miguel Alvaro Rodriguez Portillo,Jorge Granados Guzman,Privado,Urbana,Cerrada Temporalmente,Monolingue,Intermedia,Diario,Metropolitana
01-08-2890-46,01-616,Guatemala,Mixco,Colegio Mixto Cristiano Jardin Del Eden,Sin especificar,['2484-5698'],Rene Sazo Navichoque,Edilio Marco Meono Cardenas,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-2891-46,Sin especificar,Guatemala,Mixco,Liceo Coeducativo Guatemalteco,Sin especificar,Sin especificar,Maria Felicita Roque Carrera,Lia Guisela Tello Rendon,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
01-08-2898-46,01-401,Guatemala,Mixco,Centro Educativo La Vid,Sin especificar,['2433-2285'],Ixmucane Aldana Villavicencio,Luis Enrique Salazar Monzon,Privado,Urbana,Abierta,Monolingue,Matutina,Diario,Metropolitana
01-08-2899-46,Sin especificar,Guatemala,Mixco,Liceo Maria Inmaculada,Sin especificar,Sin especificar,Maria Felicita Roque Carrera,Mario Ines Gonzalez Arreaga,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
01-08-2900-46,Sin especificar,Guatemala,Mixco,Liceo Maria Inmaculada,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Vespertina,Diario,Metropolitana
01-08-2912-46,Sin especificar,Guatemala,Mixco,Instituto Privado Mixto Centro Pedagogico San Francisco,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Nocturna,Diario,Metropolitana
01-08-2913-46,Sin especificar,Guatemala,Mixco,Instituto Privado Mixto Centro Pedagogico San Francisco,Sin especificar,['5595-2064'],Maria Felicita Roque Carrera,Sin especificar,Privado,Urbana,Cerrada Temporalmente,Monolingue,Matutina,Diario,Metropolitana
